"person","item","poly","dich","description","anger","male","do","other","scold","shout"
22,23,2,1,"want operator scold",15,0,1,0,1,0
22,24,0,0,"want operator shout",15,0,1,0,0,1
23,1,2,1,"do bus curse",26,0,0,1,0,0
23,2,2,1,"do bus scold",26,0,0,1,1,0
23,3,1,1,"do bus shout",26,0,0,1,0,1
23,4,2,1,"do train curse",26,0,0,1,0,0
23,5,1,1,"do train scold",26,0,0,1,1,0
23,6,2,1,"do train shout",26,0,0,1,0,1
23,7,2,1,"do store curse",26,0,0,0,0,0
23,8,1,1,"do store scold",26,0,0,0,1,0
23,9,2,1,"do store shout",26,0,0,0,0,1
23,10,1,1,"do operator curse",26,0,0,0,0,0
23,11,1,1,"do operator scold",26,0,0,0,1,0
23,12,2,1,"do operator shout",26,0,0,0,0,1
23,13,2,1,"want bus curse",26,0,1,1,0,0
23,14,2,1,"want bus scold",26,0,1,1,1,0
23,15,2,1,"want bus shout",26,0,1,1,0,1
23,16,1,1,"want train curse",26,0,1,1,0,0
23,17,2,1,"want train scold",26,0,1,1,1,0
23,18,2,1,"want train shout",26,0,1,1,0,1
23,19,1,1,"want store curse",26,0,1,0,0,0
23,20,2,1,"want store scold",26,0,1,0,1,0
23,21,0,0,"want store shout",26,0,1,0,0,1
23,22,1,1,"want operator curse",26,0,1,0,0,0
23,23,2,1,"want operator scold",26,0,1,0,1,0
23,24,0,0,"want operator shout",26,0,1,0,0,1
24,1,1,1,"do bus curse",13,0,0,1,0,0
24,2,0,0,"do bus scold",13,0,0,1,1,0
24,3,1,1,"do bus shout",13,0,0,1,0,1
24,4,1,1,"do train curse",13,0,0,1,0,0
24,5,1,1,"do train scold",13,0,0,1,1,0
24,6,0,0,"do train shout",13,0,0,1,0,1
24,7,1,1,"do store curse",13,0,0,0,0,0
24,8,1,1,"do store scold",13,0,0,0,1,0
24,9,1,1,"do store shout",13,0,0,0,0,1
24,10,1,1,"do operator curse",13,0,0,0,0,0
24,11,0,0,"do operator scold",13,0,0,0,1,0
24,12,0,0,"do operator shout",13,0,0,0,0,1
24,13,1,1,"want bus curse",13,0,1,1,0,0
24,14,0,0,"want bus scold",13,0,1,1,1,0
24,15,0,0,"want bus shout",13,0,1,1,0,1
24,16,0,0,"want train curse",13,0,1,1,0,0
24,17,0,0,"want train scold",13,0,1,1,1,0
24,18,0,0,"want train shout",13,0,1,1,0,1
24,19,0,0,"want store curse",13,0,1,0,0,0
24,20,0,0,"want store scold",13,0,1,0,1,0
24,21,0,0,"want store shout",13,0,1,0,0,1
24,22,0,0,"want operator curse",13,0,1,0,0,0
24,23,0,0,"want operator scold",13,0,1,0,1,0
24,24,0,0,"want operator shout",13,0,1,0,0,1
25,1,0,0,"do bus curse",33,0,0,1,0,0
25,2,0,0,"do bus scold",33,0,0,1,1,0
25,3,0,0,"do bus shout",33,0,0,1,0,1
25,4,0,0,"do train curse",33,0,0,1,0,0
25,5,0,0,"do train scold",33,0,0,1,1,0
25,6,0,0,"do train shout",33,0,0,1,0,1
25,7,0,0,"do store curse",33,0,0,0,0,0
25,8,0,0,"do store scold",33,0,0,0,1,0
25,9,1,1,"do store shout",33,0,0,0,0,1
25,10,2,1,"do operator curse",33,0,0,0,0,0
25,11,1,1,"do operator scold",33,0,0,0,1,0
25,12,0,0,"do operator shout",33,0,0,0,0,1
25,13,2,1,"want bus curse",33,0,1,1,0,0
25,14,2,1,"want bus scold",33,0,1,1,1,0
25,15,0,0,"want bus shout",33,0,1,1,0,1
25,16,2,1,"want train curse",33,0,1,1,0,0
25,17,0,0,"want train scold",33,0,1,1,1,0
25,18,0,0,"want train shout",33,0,1,1,0,1
25,19,0,0,"want store curse",33,0,1,0,0,0
25,20,0,0,"want store scold",33,0,1,0,1,0
25,21,0,0,"want store shout",33,0,1,0,0,1
25,22,2,1,"want operator curse",33,0,1,0,0,0
25,23,0,0,"want operator scold",33,0,1,0,1,0
25,24,0,0,"want operator shout",33,0,1,0,0,1
26,1,0,0,"do bus curse",17,0,0,1,0,0
26,2,0,0,"do bus scold",17,0,0,1,1,0
26,3,0,0,"do bus shout",17,0,0,1,0,1
26,4,1,1,"do train curse",17,0,0,1,0,0
26,5,0,0,"do train scold",17,0,0,1,1,0
26,6,0,0,"do train shout",17,0,0,1,0,1
26,7,2,1,"do store curse",17,0,0,0,0,0
26,8,0,0,"do store scold",17,0,0,0,1,0
26,9,0,0,"do store shout",17,0,0,0,0,1
26,10,1,1,"do operator curse",17,0,0,0,0,0
26,11,0,0,"do operator scold",17,0,0,0,1,0
26,12,0,0,"do operator shout",17,0,0,0,0,1
26,13,0,0,"want bus curse",17,0,1,1,0,0
26,14,0,0,"want bus scold",17,0,1,1,1,0
26,15,0,0,"want bus shout",17,0,1,1,0,1
26,16,0,0,"want train curse",17,0,1,1,0,0
26,17,0,0,"want train scold",17,0,1,1,1,0
26,18,0,0,"want train shout",17,0,1,1,0,1
26,19,0,0,"want store curse",17,0,1,0,0,0
26,20,0,0,"want store scold",17,0,1,0,1,0
26,21,0,0,"want store shout",17,0,1,0,0,1
26,22,2,1,"want operator curse",17,0,1,0,0,0
26,23,0,0,"want operator scold",17,0,1,0,1,0
26,24,0,0,"want operator shout",17,0,1,0,0,1
27,1,2,1,"do bus curse",17,0,0,1,0,0
27,2,2,1,"do bus scold",17,0,0,1,1,0
27,3,0,0,"do bus shout",17,0,0,1,0,1
27,4,2,1,"do train curse",17,0,0,1,0,0
27,5,2,1,"do train scold",17,0,0,1,1,0
27,6,1,1,"do train shout",17,0,0,1,0,1
27,7,2,1,"do store curse",17,0,0,0,0,0
27,8,0,0,"do store scold",17,0,0,0,1,0
27,9,0,0,"do store shout",17,0,0,0,0,1
27,10,0,0,"do operator curse",17,0,0,0,0,0
27,11,0,0,"do operator scold",17,0,0,0,1,0
27,12,0,0,"do operator shout",17,0,0,0,0,1
27,13,0,0,"want bus curse",17,0,1,1,0,0
27,14,0,0,"want bus scold",17,0,1,1,1,0
27,15,0,0,"want bus shout",17,0,1,1,0,1
27,16,0,0,"want train curse",17,0,1,1,0,0
27,17,0,0,"want train scold",17,0,1,1,1,0
27,18,0,0,"want train shout",17,0,1,1,0,1
27,19,0,0,"want store curse",17,0,1,0,0,0
27,20,0,0,"want store scold",17,0,1,0,1,0
27,21,0,0,"want store shout",17,0,1,0,0,1
27,22,2,1,"want operator curse",17,0,1,0,0,0
27,23,0,0,"want operator scold",17,0,1,0,1,0
27,24,0,0,"want operator shout",17,0,1,0,0,1
28,1,2,1,"do bus curse",22,0,0,1,0,0
28,2,2,1,"do bus scold",22,0,0,1,1,0
28,3,2,1,"do bus shout",22,0,0,1,0,1
28,4,2,1,"do train curse",22,0,0,1,0,0
28,5,2,1,"do train scold",22,0,0,1,1,0
28,6,2,1,"do train shout",22,0,0,1,0,1
28,7,1,1,"do store curse",22,0,0,0,0,0
28,8,1,1,"do store scold",22,0,0,0,1,0
28,9,1,1,"do store shout",22,0,0,0,0,1
28,10,0,0,"do operator curse",22,0,0,0,0,0
28,11,1,1,"do operator scold",22,0,0,0,1,0
28,12,1,1,"do operator shout",22,0,0,0,0,1
28,13,1,1,"want bus curse",22,0,1,1,0,0
28,14,1,1,"want bus scold",22,0,1,1,1,0
28,15,2,1,"want bus shout",22,0,1,1,0,1
28,16,0,0,"want train curse",22,0,1,1,0,0
28,17,1,1,"want train scold",22,0,1,1,1,0
28,18,1,1,"want train shout",22,0,1,1,0,1
28,19,0,0,"want store curse",22,0,1,0,0,0
28,20,0,0,"want store scold",22,0,1,0,1,0
28,21,1,1,"want store shout",22,0,1,0,0,1
28,22,0,0,"want operator curse",22,0,1,0,0,0
28,23,0,0,"want operator scold",22,0,1,0,1,0
28,24,1,1,"want operator shout",22,0,1,0,0,1
29,1,1,1,"do bus curse",21,1,0,1,0,0
29,2,1,1,"do bus scold",21,1,0,1,1,0
29,3,1,1,"do bus shout",21,1,0,1,0,1
29,4,1,1,"do train curse",21,1,0,1,0,0
29,5,0,0,"do train scold",21,1,0,1,1,0
29,6,1,1,"do train shout",21,1,0,1,0,1
29,7,0,0,"do store curse",21,1,0,0,0,0
29,8,0,0,"do store scold",21,1,0,0,1,0
29,9,0,0,"do store shout",21,1,0,0,0,1
29,10,1,1,"do operator curse",21,1,0,0,0,0
29,11,0,0,"do operator scold",21,1,0,0,1,0
29,12,1,1,"do operator shout",21,1,0,0,0,1
29,13,2,1,"want bus curse",21,1,1,1,0,0
29,14,2,1,"want bus scold",21,1,1,1,1,0
29,15,0,0,"want bus shout",21,1,1,1,0,1
29,16,2,1,"want train curse",21,1,1,1,0,0
29,17,0,0,"want train scold",21,1,1,1,1,0
29,18,0,0,"want train shout",21,1,1,1,0,1
29,19,2,1,"want store curse",21,1,1,0,0,0
29,20,0,0,"want store scold",21,1,1,0,1,0
29,21,0,0,"want store shout",21,1,1,0,0,1
29,22,2,1,"want operator curse",21,1,1,0,0,0
29,23,1,1,"want operator scold",21,1,1,0,1,0
29,24,0,0,"want operator shout",21,1,1,0,0,1
30,1,2,1,"do bus curse",17,0,0,1,0,0
30,2,0,0,"do bus scold",17,0,0,1,1,0
30,3,1,1,"do bus shout",17,0,0,1,0,1
30,4,2,1,"do train curse",17,0,0,1,0,0
30,5,0,0,"do train scold",17,0,0,1,1,0
30,6,2,1,"do train shout",17,0,0,1,0,1
30,7,0,0,"do store curse",17,0,0,0,0,0
30,8,1,1,"do store scold",17,0,0,0,1,0
30,9,1,1,"do store shout",17,0,0,0,0,1
30,10,1,1,"do operator curse",17,0,0,0,0,0
30,11,0,0,"do operator scold",17,0,0,0,1,0
30,12,0,0,"do operator shout",17,0,0,0,0,1
30,13,1,1,"want bus curse",17,0,1,1,0,0
30,14,1,1,"want bus scold",17,0,1,1,1,0
30,15,1,1,"want bus shout",17,0,1,1,0,1
30,16,1,1,"want train curse",17,0,1,1,0,0
30,17,1,1,"want train scold",17,0,1,1,1,0
30,18,0,0,"want train shout",17,0,1,1,0,1
30,19,1,1,"want store curse",17,0,1,0,0,0
30,20,1,1,"want store scold",17,0,1,0,1,0
30,21,0,0,"want store shout",17,0,1,0,0,1
30,22,2,1,"want operator curse",17,0,1,0,0,0
30,23,2,1,"want operator scold",17,0,1,0,1,0
30,24,1,1,"want operator shout",17,0,1,0,0,1
31,1,2,1,"do bus curse",19,0,0,1,0,0
31,2,2,1,"do bus scold",19,0,0,1,1,0
31,3,2,1,"do bus shout",19,0,0,1,0,1
31,4,1,1,"do train curse",19,0,0,1,0,0
31,5,1,1,"do train scold",19,0,0,1,1,0
31,6,1,1,"do train shout",19,0,0,1,0,1
31,7,0,0,"do store curse",19,0,0,0,0,0
31,8,0,0,"do store scold",19,0,0,0,1,0
31,9,0,0,"do store shout",19,0,0,0,0,1
31,10,2,1,"do operator curse",19,0,0,0,0,0
31,11,1,1,"do operator scold",19,0,0,0,1,0
31,12,2,1,"do operator shout",19,0,0,0,0,1
31,13,2,1,"want bus curse",19,0,1,1,0,0
31,14,2,1,"want bus scold",19,0,1,1,1,0
31,15,2,1,"want bus shout",19,0,1,1,0,1
31,16,1,1,"want train curse",19,0,1,1,0,0
31,17,1,1,"want train scold",19,0,1,1,1,0
31,18,1,1,"want train shout",19,0,1,1,0,1
31,19,0,0,"want store curse",19,0,1,0,0,0
31,20,0,0,"want store scold",19,0,1,0,1,0
31,21,0,0,"want store shout",19,0,1,0,0,1
31,22,1,1,"want operator curse",19,0,1,0,0,0
31,23,2,1,"want operator scold",19,0,1,0,1,0
31,24,2,1,"want operator shout",19,0,1,0,0,1
32,1,1,1,"do bus curse",18,1,0,1,0,0
32,2,1,1,"do bus scold",18,1,0,1,1,0
32,3,1,1,"do bus shout",18,1,0,1,0,1
32,4,1,1,"do train curse",18,1,0,1,0,0
32,5,1,1,"do train scold",18,1,0,1,1,0
32,6,0,0,"do train shout",18,1,0,1,0,1
32,7,1,1,"do store curse",18,1,0,0,0,0
32,8,1,1,"do store scold",18,1,0,0,1,0
32,9,1,1,"do store shout",18,1,0,0,0,1
32,10,2,1,"do operator curse",18,1,0,0,0,0
32,11,0,0,"do operator scold",18,1,0,0,1,0
32,12,2,1,"do operator shout",18,1,0,0,0,1
32,13,2,1,"want bus curse",18,1,1,1,0,0
32,14,2,1,"want bus scold",18,1,1,1,1,0
32,15,2,1,"want bus shout",18,1,1,1,0,1
32,16,2,1,"want train curse",18,1,1,1,0,0
32,17,1,1,"want train scold",18,1,1,1,1,0
32,18,0,0,"want train shout",18,1,1,1,0,1
32,19,2,1,"want store curse",18,1,1,0,0,0
32,20,0,0,"want store scold",18,1,1,0,1,0
32,21,1,1,"want store shout",18,1,1,0,0,1
32,22,2,1,"want operator curse",18,1,1,0,0,0
32,23,1,1,"want operator scold",18,1,1,0,1,0
32,24,1,1,"want operator shout",18,1,1,0,0,1
33,1,0,0,"do bus curse",33,1,0,1,0,0
33,2,0,0,"do bus scold",33,1,0,1,1,0
33,3,0,0,"do bus shout",33,1,0,1,0,1
33,4,1,1,"do train curse",33,1,0,1,0,0
33,5,0,0,"do train scold",33,1,0,1,1,0
33,6,0,0,"do train shout",33,1,0,1,0,1
33,7,0,0,"do store curse",33,1,0,0,0,0
33,8,2,1,"do store scold",33,1,0,0,1,0
33,9,0,0,"do store shout",33,1,0,0,0,1
33,10,0,0,"do operator curse",33,1,0,0,0,0
33,11,0,0,"do operator scold",33,1,0,0,1,0
33,12,0,0,"do operator shout",33,1,0,0,0,1
33,13,2,1,"want bus curse",33,1,1,1,0,0
33,14,2,1,"want bus scold",33,1,1,1,1,0
33,15,2,1,"want bus shout",33,1,1,1,0,1
33,16,2,1,"want train curse",33,1,1,1,0,0
33,17,1,1,"want train scold",33,1,1,1,1,0
33,18,0,0,"want train shout",33,1,1,1,0,1
33,19,1,1,"want store curse",33,1,1,0,0,0
33,20,1,1,"want store scold",33,1,1,0,1,0
33,21,0,0,"want store shout",33,1,1,0,0,1
33,22,2,1,"want operator curse",33,1,1,0,0,0
33,23,0,0,"want operator scold",33,1,1,0,1,0
33,24,2,1,"want operator shout",33,1,1,0,0,1
34,1,1,1,"do bus curse",19,0,0,1,0,0
34,2,1,1,"do bus scold",19,0,0,1,1,0
34,3,2,1,"do bus shout",19,0,0,1,0,1
34,4,1,1,"do train curse",19,0,0,1,0,0
34,5,0,0,"do train scold",19,0,0,1,1,0
34,6,1,1,"do train shout",19,0,0,1,0,1
34,7,0,0,"do store curse",19,0,0,0,0,0
34,8,0,0,"do store scold",19,0,0,0,1,0
34,9,0,0,"do store shout",19,0,0,0,0,1
34,10,0,0,"do operator curse",19,0,0,0,0,0
34,11,0,0,"do operator scold",19,0,0,0,1,0
34,12,0,0,"do operator shout",19,0,0,0,0,1
34,13,1,1,"want bus curse",19,0,1,1,0,0
34,14,2,1,"want bus scold",19,0,1,1,1,0
34,15,1,1,"want bus shout",19,0,1,1,0,1
34,16,1,1,"want train curse",19,0,1,1,0,0
34,17,0,0,"want train scold",19,0,1,1,1,0
34,18,0,0,"want train shout",19,0,1,1,0,1
34,19,0,0,"want store curse",19,0,1,0,0,0
34,20,0,0,"want store scold",19,0,1,0,1,0
34,21,0,0,"want store shout",19,0,1,0,0,1
34,22,0,0,"want operator curse",19,0,1,0,0,0
34,23,0,0,"want operator scold",19,0,1,0,1,0
34,24,0,0,"want operator shout",19,0,1,0,0,1
35,1,2,1,"do bus curse",25,0,0,1,0,0
35,2,2,1,"do bus scold",25,0,0,1,1,0
35,3,2,1,"do bus shout",25,0,0,1,0,1
35,4,2,1,"do train curse",25,0,0,1,0,0
35,5,2,1,"do train scold",25,0,0,1,1,0
35,6,2,1,"do train shout",25,0,0,1,0,1
35,7,0,0,"do store curse",25,0,0,0,0,0
35,8,0,0,"do store scold",25,0,0,0,1,0
35,9,0,0,"do store shout",25,0,0,0,0,1
35,10,0,0,"do operator curse",25,0,0,0,0,0
35,11,0,0,"do operator scold",25,0,0,0,1,0
35,12,0,0,"do operator shout",25,0,0,0,0,1
35,13,1,1,"want bus curse",25,0,1,1,0,0
35,14,1,1,"want bus scold",25,0,1,1,1,0
35,15,2,1,"want bus shout",25,0,1,1,0,1
35,16,1,1,"want train curse",25,0,1,1,0,0
35,17,1,1,"want train scold",25,0,1,1,1,0
35,18,2,1,"want train shout",25,0,1,1,0,1
35,19,0,0,"want store curse",25,0,1,0,0,0
35,20,0,0,"want store scold",25,0,1,0,1,0
35,21,0,0,"want store shout",25,0,1,0,0,1
35,22,0,0,"want operator curse",25,0,1,0,0,0
35,23,0,0,"want operator scold",25,0,1,0,1,0
35,24,0,0,"want operator shout",25,0,1,0,0,1
36,1,1,1,"do bus curse",17,0,0,1,0,0
36,2,1,1,"do bus scold",17,0,0,1,1,0
36,3,1,1,"do bus shout",17,0,0,1,0,1
36,4,1,1,"do train curse",17,0,0,1,0,0
36,5,1,1,"do train scold",17,0,0,1,1,0
36,6,1,1,"do train shout",17,0,0,1,0,1
36,7,1,1,"do store curse",17,0,0,0,0,0
36,8,1,1,"do store scold",17,0,0,0,1,0
36,9,1,1,"do store shout",17,0,0,0,0,1
36,10,1,1,"do operator curse",17,0,0,0,0,0
36,11,1,1,"do operator scold",17,0,0,0,1,0
36,12,0,0,"do operator shout",17,0,0,0,0,1
36,13,1,1,"want bus curse",17,0,1,1,0,0
36,14,2,1,"want bus scold",17,0,1,1,1,0
36,15,2,1,"want bus shout",17,0,1,1,0,1
36,16,1,1,"want train curse",17,0,1,1,0,0
36,17,2,1,"want train scold",17,0,1,1,1,0
36,18,2,1,"want train shout",17,0,1,1,0,1
36,19,1,1,"want store curse",17,0,1,0,0,0
36,20,2,1,"want store scold",17,0,1,0,1,0
36,21,2,1,"want store shout",17,0,1,0,0,1
36,22,2,1,"want operator curse",17,0,1,0,0,0
36,23,2,1,"want operator scold",17,0,1,0,1,0
36,24,0,0,"want operator shout",17,0,1,0,0,1
37,1,0,0,"do bus curse",12,0,0,1,0,0
37,2,0,0,"do bus scold",12,0,0,1,1,0
37,3,0,0,"do bus shout",12,0,0,1,0,1
37,4,0,0,"do train curse",12,0,0,1,0,0
37,5,0,0,"do train scold",12,0,0,1,1,0
37,6,1,1,"do train shout",12,0,0,1,0,1
37,7,0,0,"do store curse",12,0,0,0,0,0
37,8,0,0,"do store scold",12,0,0,0,1,0
37,9,1,1,"do store shout",12,0,0,0,0,1
37,10,0,0,"do operator curse",12,0,0,0,0,0
37,11,0,0,"do operator scold",12,0,0,0,1,0
37,12,0,0,"do operator shout",12,0,0,0,0,1
37,13,0,0,"want bus curse",12,0,1,1,0,0
37,14,0,0,"want bus scold",12,0,1,1,1,0
37,15,0,0,"want bus shout",12,0,1,1,0,1
37,16,0,0,"want train curse",12,0,1,1,0,0
37,17,0,0,"want train scold",12,0,1,1,1,0
37,18,0,0,"want train shout",12,0,1,1,0,1
37,19,0,0,"want store curse",12,0,1,0,0,0
37,20,0,0,"want store scold",12,0,1,0,1,0
37,21,0,0,"want store shout",12,0,1,0,0,1
37,22,0,0,"want operator curse",12,0,1,0,0,0
37,23,0,0,"want operator scold",12,0,1,0,1,0
37,24,0,0,"want operator shout",12,0,1,0,0,1
38,1,0,0,"do bus curse",14,0,0,1,0,0
38,2,0,0,"do bus scold",14,0,0,1,1,0
38,3,0,0,"do bus shout",14,0,0,1,0,1
38,4,0,0,"do train curse",14,0,0,1,0,0
38,5,0,0,"do train scold",14,0,0,1,1,0
38,6,2,1,"do train shout",14,0,0,1,0,1
38,7,0,0,"do store curse",14,0,0,0,0,0
38,8,0,0,"do store scold",14,0,0,0,1,0
38,9,0,0,"do store shout",14,0,0,0,0,1
38,10,0,0,"do operator curse",14,0,0,0,0,0
38,11,0,0,"do operator scold",14,0,0,0,1,0
38,12,2,1,"do operator shout",14,0,0,0,0,1
38,13,2,1,"want bus curse",14,0,1,1,0,0
38,14,1,1,"want bus scold",14,0,1,1,1,0
38,15,2,1,"want bus shout",14,0,1,1,0,1
38,16,0,0,"want train curse",14,0,1,1,0,0
38,17,0,0,"want train scold",14,0,1,1,1,0
38,18,1,1,"want train shout",14,0,1,1,0,1
38,19,0,0,"want store curse",14,0,1,0,0,0
38,20,0,0,"want store scold",14,0,1,0,1,0
38,21,0,0,"want store shout",14,0,1,0,0,1
38,22,2,1,"want operator curse",14,0,1,0,0,0
38,23,0,0,"want operator scold",14,0,1,0,1,0
38,24,0,0,"want operator shout",14,0,1,0,0,1
39,1,0,0,"do bus curse",25,1,0,1,0,0
39,2,0,0,"do bus scold",25,1,0,1,1,0
39,3,0,0,"do bus shout",25,1,0,1,0,1
39,4,2,1,"do train curse",25,1,0,1,0,0
39,5,2,1,"do train scold",25,1,0,1,1,0
39,6,2,1,"do train shout",25,1,0,1,0,1
39,7,0,0,"do store curse",25,1,0,0,0,0
39,8,0,0,"do store scold",25,1,0,0,1,0
39,9,0,0,"do store shout",25,1,0,0,0,1
39,10,0,0,"do operator curse",25,1,0,0,0,0
39,11,0,0,"do operator scold",25,1,0,0,1,0
39,12,0,0,"do operator shout",25,1,0,0,0,1
39,13,0,0,"want bus curse",25,1,1,1,0,0
39,14,0,0,"want bus scold",25,1,1,1,1,0
39,15,0,0,"want bus shout",25,1,1,1,0,1
39,16,2,1,"want train curse",25,1,1,1,0,0
39,17,2,1,"want train scold",25,1,1,1,1,0
39,18,2,1,"want train shout",25,1,1,1,0,1
39,19,0,0,"want store curse",25,1,1,0,0,0
39,20,0,0,"want store scold",25,1,1,0,1,0
39,21,0,0,"want store shout",25,1,1,0,0,1
39,22,0,0,"want operator curse",25,1,1,0,0,0
39,23,2,1,"want operator scold",25,1,1,0,1,0
39,24,0,0,"want operator shout",25,1,1,0,0,1
40,1,0,0,"do bus curse",22,1,0,1,0,0
40,2,0,0,"do bus scold",22,1,0,1,1,0
40,3,0,0,"do bus shout",22,1,0,1,0,1
40,4,0,0,"do train curse",22,1,0,1,0,0
40,5,1,1,"do train scold",22,1,0,1,1,0
40,6,0,0,"do train shout",22,1,0,1,0,1
40,7,1,1,"do store curse",22,1,0,0,0,0
40,8,0,0,"do store scold",22,1,0,0,1,0
40,9,0,0,"do store shout",22,1,0,0,0,1
40,10,0,0,"do operator curse",22,1,0,0,0,0
40,11,0,0,"do operator scold",22,1,0,0,1,0
40,12,0,0,"do operator shout",22,1,0,0,0,1
40,13,0,0,"want bus curse",22,1,1,1,0,0
40,14,0,0,"want bus scold",22,1,1,1,1,0
40,15,0,0,"want bus shout",22,1,1,1,0,1
40,16,0,0,"want train curse",22,1,1,1,0,0
40,17,0,0,"want train scold",22,1,1,1,1,0
40,18,0,0,"want train shout",22,1,1,1,0,1
40,19,0,0,"want store curse",22,1,1,0,0,0
40,20,0,0,"want store scold",22,1,1,0,1,0
40,21,0,0,"want store shout",22,1,1,0,0,1
40,22,0,0,"want operator curse",22,1,1,0,0,0
40,23,0,0,"want operator scold",22,1,1,0,1,0
40,24,0,0,"want operator shout",22,1,1,0,0,1
41,1,1,1,"do bus curse",20,0,0,1,0,0
41,2,1,1,"do bus scold",20,0,0,1,1,0
41,3,1,1,"do bus shout",20,0,0,1,0,1
41,4,0,0,"do train curse",20,0,0,1,0,0
41,5,0,0,"do train scold",20,0,0,1,1,0
41,6,0,0,"do train shout",20,0,0,1,0,1
41,7,1,1,"do store curse",20,0,0,0,0,0
41,8,1,1,"do store scold",20,0,0,0,1,0
41,9,1,1,"do store shout",20,0,0,0,0,1
41,10,1,1,"do operator curse",20,0,0,0,0,0
41,11,0,0,"do operator scold",20,0,0,0,1,0
41,12,2,1,"do operator shout",20,0,0,0,0,1
41,13,0,0,"want bus curse",20,0,1,1,0,0
41,14,0,0,"want bus scold",20,0,1,1,1,0
41,15,1,1,"want bus shout",20,0,1,1,0,1
41,16,0,0,"want train curse",20,0,1,1,0,0
41,17,0,0,"want train scold",20,0,1,1,1,0
41,18,0,0,"want train shout",20,0,1,1,0,1
41,19,0,0,"want store curse",20,0,1,0,0,0
41,20,0,0,"want store scold",20,0,1,0,1,0
41,21,1,1,"want store shout",20,0,1,0,0,1
41,22,0,0,"want operator curse",20,0,1,0,0,0
41,23,0,0,"want operator scold",20,0,1,0,1,0
41,24,2,1,"want operator shout",20,0,1,0,0,1
42,1,0,0,"do bus curse",25,0,0,1,0,0
42,2,0,0,"do bus scold",25,0,0,1,1,0
42,3,0,0,"do bus shout",25,0,0,1,0,1
42,4,0,0,"do train curse",25,0,0,1,0,0
42,5,0,0,"do train scold",25,0,0,1,1,0
42,6,1,1,"do train shout",25,0,0,1,0,1
42,7,1,1,"do store curse",25,0,0,0,0,0
42,8,1,1,"do store scold",25,0,0,0,1,0
42,9,2,1,"do store shout",25,0,0,0,0,1
42,10,0,0,"do operator curse",25,0,0,0,0,0
42,11,0,0,"do operator scold",25,0,0,0,1,0
42,12,2,1,"do operator shout",25,0,0,0,0,1
42,13,0,0,"want bus curse",25,0,1,1,0,0
42,14,1,1,"want bus scold",25,0,1,1,1,0
42,15,1,1,"want bus shout",25,0,1,1,0,1
42,16,0,0,"want train curse",25,0,1,1,0,0
42,17,0,0,"want train scold",25,0,1,1,1,0
42,18,0,0,"want train shout",25,0,1,1,0,1
42,19,0,0,"want store curse",25,0,1,0,0,0
42,20,1,1,"want store scold",25,0,1,0,1,0
42,21,0,0,"want store shout",25,0,1,0,0,1
42,22,1,1,"want operator curse",25,0,1,0,0,0
42,23,0,0,"want operator scold",25,0,1,0,1,0
42,24,1,1,"want operator shout",25,0,1,0,0,1
43,1,1,1,"do bus curse",12,0,0,1,0,0
43,2,0,0,"do bus scold",12,0,0,1,1,0
43,3,0,0,"do bus shout",12,0,0,1,0,1
43,4,0,0,"do train curse",12,0,0,1,0,0
43,5,0,0,"do train scold",12,0,0,1,1,0
43,6,0,0,"do train shout",12,0,0,1,0,1
43,7,0,0,"do store curse",12,0,0,0,0,0
43,8,0,0,"do store scold",12,0,0,0,1,0
43,9,0,0,"do store shout",12,0,0,0,0,1
43,10,0,0,"do operator curse",12,0,0,0,0,0
43,11,0,0,"do operator scold",12,0,0,0,1,0
43,12,0,0,"do operator shout",12,0,0,0,0,1
43,13,0,0,"want bus curse",12,0,1,1,0,0
43,14,0,0,"want bus scold",12,0,1,1,1,0
43,15,0,0,"want bus shout",12,0,1,1,0,1
43,16,0,0,"want train curse",12,0,1,1,0,0
43,17,0,0,"want train scold",12,0,1,1,1,0
43,18,0,0,"want train shout",12,0,1,1,0,1
43,19,0,0,"want store curse",12,0,1,0,0,0
43,20,0,0,"want store scold",12,0,1,0,1,0
43,21,0,0,"want store shout",12,0,1,0,0,1
43,22,0,0,"want operator curse",12,0,1,0,0,0
43,23,0,0,"want operator scold",12,0,1,0,1,0
43,24,0,0,"want operator shout",12,0,1,0,0,1
44,1,0,0,"do bus curse",16,0,0,1,0,0
44,2,0,0,"do bus scold",16,0,0,1,1,0
44,3,1,1,"do bus shout",16,0,0,1,0,1
44,4,0,0,"do train curse",16,0,0,1,0,0
44,5,0,0,"do train scold",16,0,0,1,1,0
44,6,0,0,"do train shout",16,0,0,1,0,1
44,7,0,0,"do store curse",16,0,0,0,0,0
44,8,0,0,"do store scold",16,0,0,0,1,0
44,9,0,0,"do store shout",16,0,0,0,0,1
44,10,1,1,"do operator curse",16,0,0,0,0,0
44,11,0,0,"do operator scold",16,0,0,0,1,0
44,12,0,0,"do operator shout",16,0,0,0,0,1
44,13,2,1,"want bus curse",16,0,1,1,0,0
44,14,0,0,"want bus scold",16,0,1,1,1,0
44,15,0,0,"want bus shout",16,0,1,1,0,1
44,16,1,1,"want train curse",16,0,1,1,0,0
44,17,0,0,"want train scold",16,0,1,1,1,0
44,18,0,0,"want train shout",16,0,1,1,0,1
44,19,1,1,"want store curse",16,0,1,0,0,0
44,20,0,0,"want store scold",16,0,1,0,1,0
44,21,0,0,"want store shout",16,0,1,0,0,1
